,filename,width,height,class_name,class_no,xmin,ymin,xmax,ymax
42,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00002_f_lippd.jpg,800,600,green,3,444,429,476,501
43,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00002_f_lippd.jpg,800,600,green,3,454,429,486,501
44,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00002_f_blure.jpg,800,600,green,3,304,425,338,501
45,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00002_f_blure.jpg,800,600,green,3,153,420,189,495
46,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00002_f_blure.jpg,800,600,green,3,444,429,476,501
47,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00002_f_blure.jpg,800,600,green,3,454,429,486,501
48,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00002_f_noise.jpg,800,600,green,3,304,425,338,501
49,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00002_f_noise.jpg,800,600,green,3,153,420,189,495
50,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00002_f_noise.jpg,800,600,green,3,444,429,476,501
51,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00002_f_noise.jpg,800,600,green,3,454,429,486,501
52,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_rigal.jpg,800,600,green,3,474,423,513,503
53,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_rigal.jpg,800,600,green,3,167,415,205,492
54,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_rigal.jpg,800,600,green,3,326,420,361,499
55,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_rigal.jpg,800,600,green,3,317,424,352,495
56,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_noise.jpg,800,600,green,3,474,423,513,503
57,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_noise.jpg,800,600,green,3,167,415,205,492
58,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_noise.jpg,800,600,green,3,326,420,361,499
59,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_noise.jpg,800,600,green,3,317,424,352,495
60,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_brght.jpg,800,600,green,3,474,423,513,503
61,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_brght.jpg,800,600,green,3,167,415,205,492
62,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_brght.jpg,800,600,green,3,326,420,361,499
63,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_brght.jpg,800,600,green,3,317,424,352,495
64,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_rainy.jpg,800,600,green,3,474,423,513,503
65,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_rainy.jpg,800,600,green,3,167,415,205,492
66,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_rainy.jpg,800,600,green,3,326,420,361,499
67,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_o_rainy.jpg,800,600,green,3,317,424,352,495
68,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_lippd.jpg,800,600,green,3,474,423,513,503
69,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_lippd.jpg,800,600,green,3,167,415,205,492
70,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_lippd.jpg,800,600,green,3,326,420,361,499
71,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_lippd.jpg,800,600,green,3,317,424,352,495
72,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_blure.jpg,800,600,green,3,474,423,513,503
73,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_blure.jpg,800,600,green,3,167,415,205,492
74,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_blure.jpg,800,600,green,3,326,420,361,499
75,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_blure.jpg,800,600,green,3,317,424,352,495
76,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_brght.jpg,800,600,green,3,474,423,513,503
77,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_brght.jpg,800,600,green,3,167,415,205,492
78,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_brght.jpg,800,600,green,3,326,420,361,499
79,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_brght.jpg,800,600,green,3,317,424,352,495
80,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_rainy.jpg,800,600,green,3,474,423,513,503
81,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_rainy.jpg,800,600,green,3,167,415,205,492
82,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_rainy.jpg,800,600,green,3,326,420,361,499
83,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00003_f_rainy.jpg,800,600,green,3,317,424,352,495
84,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_rigal.jpg,800,600,green,3,333,408,369,495
85,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_rigal.jpg,800,600,green,3,486,416,524,501
86,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_rigal.jpg,800,600,green,3,166,403,212,490
87,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_blure.jpg,800,600,green,3,333,408,369,495
88,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_blure.jpg,800,600,green,3,486,416,524,501
89,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_blure.jpg,800,600,green,3,166,403,212,490
90,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_noise.jpg,800,600,green,3,333,408,369,495
91,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_noise.jpg,800,600,green,3,486,416,524,501
92,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_noise.jpg,800,600,green,3,166,403,212,490
93,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_brght.jpg,800,600,green,3,333,408,369,495
94,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_brght.jpg,800,600,green,3,486,416,524,501
95,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_brght.jpg,800,600,green,3,166,403,212,490
96,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_rainy.jpg,800,600,green,3,333,408,369,495
97,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_rainy.jpg,800,600,green,3,486,416,524,501
98,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_o_rainy.jpg,800,600,green,3,166,403,212,490
99,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_lippd.jpg,800,600,green,3,333,408,369,495
100,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_lippd.jpg,800,600,green,3,486,416,524,501
101,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_lippd.jpg,800,600,green,3,166,403,212,490
102,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_blure.jpg,800,600,green,3,333,408,369,495
103,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_blure.jpg,800,600,green,3,486,416,524,501
104,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_blure.jpg,800,600,green,3,166,403,212,490
105,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_noise.jpg,800,600,green,3,333,408,369,495
106,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_noise.jpg,800,600,green,3,486,416,524,501
107,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_noise.jpg,800,600,green,3,166,403,212,490
108,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_brght.jpg,800,600,green,3,333,408,369,495
109,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_brght.jpg,800,600,green,3,486,416,524,501
110,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00004_f_brght.jpg,800,600,green,3,166,403,212,490
111,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_rigal.jpg,800,600,green,3,333,408,369,495
112,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_rigal.jpg,800,600,green,3,486,416,524,501
113,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_rigal.jpg,800,600,green,3,166,403,212,490
114,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_blure.jpg,800,600,green,3,333,408,369,495
115,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_blure.jpg,800,600,green,3,486,416,524,501
116,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_blure.jpg,800,600,green,3,166,403,212,490
117,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_noise.jpg,800,600,green,3,333,408,369,495
118,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_noise.jpg,800,600,green,3,486,416,524,501
119,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_noise.jpg,800,600,green,3,166,403,212,490
120,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_brght.jpg,800,600,green,3,333,408,369,495
121,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_brght.jpg,800,600,green,3,486,416,524,501
122,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_brght.jpg,800,600,green,3,166,403,212,490
123,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_rainy.jpg,800,600,green,3,333,408,369,495
124,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_rainy.jpg,800,600,green,3,486,416,524,501
125,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_o_rainy.jpg,800,600,green,3,166,403,212,490
126,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_lippd.jpg,800,600,green,3,333,408,369,495
127,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_lippd.jpg,800,600,green,3,486,416,524,501
128,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_lippd.jpg,800,600,green,3,166,403,212,490
129,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_blure.jpg,800,600,green,3,333,408,369,495
130,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_blure.jpg,800,600,green,3,486,416,524,501
131,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_blure.jpg,800,600,green,3,166,403,212,490
132,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_noise.jpg,800,600,green,3,333,408,369,495
133,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_noise.jpg,800,600,green,3,486,416,524,501
134,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_noise.jpg,800,600,green,3,166,403,212,490
135,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_brght.jpg,800,600,green,3,333,408,369,495
136,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_brght.jpg,800,600,green,3,486,416,524,501
137,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00005_f_brght.jpg,800,600,green,3,166,403,212,490
138,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_rigal.jpg,800,600,green,3,165,395,212,484
139,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_rigal.jpg,800,600,green,3,496,410,532,495
140,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_rigal.jpg,800,600,green,3,336,402,377,492
141,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_rigal.jpg,800,600,green,3,483,414,519,494
142,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_blure.jpg,800,600,green,3,165,395,212,484
143,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_blure.jpg,800,600,green,3,496,410,532,495
144,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_blure.jpg,800,600,green,3,336,402,377,492
145,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_blure.jpg,800,600,green,3,483,414,519,494
146,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_noise.jpg,800,600,green,3,165,395,212,484
147,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_noise.jpg,800,600,green,3,496,410,532,495
148,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_noise.jpg,800,600,green,3,336,402,377,492
149,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_noise.jpg,800,600,green,3,483,414,519,494
150,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_brght.jpg,800,600,green,3,165,395,212,484
151,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_brght.jpg,800,600,green,3,496,410,532,495
152,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_brght.jpg,800,600,green,3,336,402,377,492
153,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_brght.jpg,800,600,green,3,483,414,519,494
154,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_rainy.jpg,800,600,green,3,165,395,212,484
155,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_rainy.jpg,800,600,green,3,496,410,532,495
156,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_rainy.jpg,800,600,green,3,336,402,377,492
157,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_o_rainy.jpg,800,600,green,3,483,414,519,494
158,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_lippd.jpg,800,600,green,3,165,395,212,484
159,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_lippd.jpg,800,600,green,3,496,410,532,495
160,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_lippd.jpg,800,600,green,3,336,402,377,492
161,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_lippd.jpg,800,600,green,3,483,414,519,494
162,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_blure.jpg,800,600,green,3,165,395,212,484
163,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_blure.jpg,800,600,green,3,496,410,532,495
164,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_blure.jpg,800,600,green,3,336,402,377,492
165,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_blure.jpg,800,600,green,3,483,414,519,494
166,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_noise.jpg,800,600,green,3,165,395,212,484
167,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_noise.jpg,800,600,green,3,496,410,532,495
168,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_noise.jpg,800,600,green,3,336,402,377,492
169,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_noise.jpg,800,600,green,3,483,414,519,494
170,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_rainy.jpg,800,600,green,3,165,395,212,484
171,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_rainy.jpg,800,600,green,3,496,410,532,495
172,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_rainy.jpg,800,600,green,3,336,402,377,492
173,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00006_f_rainy.jpg,800,600,green,3,483,414,519,494
174,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00007_o_rigal.jpg,800,600,green,3,164,390,205,482
175,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00007_o_rigal.jpg,800,600,green,3,503,400,539,494
176,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00007_o_rigal.jpg,800,600,green,3,332,398,377,491
177,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00007_o_rainy.jpg,800,600,green,3,164,390,205,482
178,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00007_o_rainy.jpg,800,600,green,3,503,400,539,494
179,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00007_o_rainy.jpg,800,600,green,3,332,398,377,491
180,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00007_f_lippd.jpg,800,600,green,3,164,390,205,482
181,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00007_f_lippd.jpg,800,600,green,3,503,400,539,494
182,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00007_f_lippd.jpg,800,600,green,3,332,398,377,491
183,C:/Users/saidz/git/CarND-Capstone/tl_detection_pipeline/annotation_pipeline/images/train/00007_f_blure.jpg,800,600,green,3,164,390,205,482
